reference,baseline_hyp,finetuned_hyp,llm_repaired,speech_status,gender,duration
We are the largest of the four states,We are the largest of the four states.,"We are the largest of the four states,","We are the largest of the four states,",healthy,female,3.6
swarm,Swarm.,swarm,swarm,healthy,male,1.65
know,No.,know,know,healthy,male,1.5
go,Go!,go,go,healthy,male,2.1
wicked,Look at it.,wicked,wicked,healthy,male,1.525
punch,Punch.,punch,punch,healthy,female,1.5
Everything went real smooth the sheriff said,"Everything went real smooth, the sheriff said.",Everything went real smooth the sheriff said,Everything went real smooth the sheriff said,healthy,female,4.95
he,Hey!,he,he,healthy,male,1.695
The misguided souls have lost their way,The misguided souls have lost their way.,The misguided souls have lost their way,The misguided souls have lost their way,healthy,male,3.023
blend,Blend.,blend__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,blend__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,healthy,female,2.415
pot,Hot.,pott,pott,healthy,female,2.55
sin,Chen.,sin,sin,healthy,female,1.35
The books are very expensive,The books are very expensive.,The books are very expensive,The books are very expensive,healthy,female,3.835
nest,NEST!,nest,nest,healthy,male,1.165
cycle,cycle,Cycle,Cycle,healthy,male,1.5
knot,Not.,"knot,","knot,",healthy,male,1.595
serve,SIRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,serve,serve,healthy,female,2.4
pet,Pet.,pett,pett,healthy,female,1.2
cork,Cork.,cork,cork,healthy,male,1.592
deer,Dear.,deer,deer,healthy,male,1.5
cake,cake.,cake,cake,healthy,male,1.35
read,Red.,read,read,healthy,male,1.5
I haven't seen that friend for years,I haven't seen that friend for years.,"I haven't seen that friend for years,","I haven't seen that friend for years,",healthy,male,4.04
tin,Can,tinn,tinn,healthy,female,1.95
rake,All right.,rake,rake,healthy,female,2.07
wart,What?,wort,wort,healthy,female,2.1
seven,Heaven.,sevent,sevent,healthy,male,3.45
farm,Farm,farm,farm,healthy,male,1.735
We know we can score,We know we can score.,We know we can score,We know we can score,healthy,female,3
owe,Oh,oh,oh,healthy,female,1.65
two,Two.,two,two,healthy,male,2.073
snake,Snake.,sneak,sneak,healthy,female,1.485
pit,TET!,pit,pit,healthy,female,2.7
blend,Blame.,blend,blend,healthy,male,2.1
ate,8,ate,ate,healthy,male,1.2
jungle,Changgol.,jungle,jungle,healthy,female,2.85
Aluminum silverware can often be flimsy,Aluminum silverware can often be flimsy.,"Aluminum silverware can often be flimsy,","Aluminum silverware can often be flimsy,",healthy,male,3.805
three,Great.,three,three,healthy,female,1.95
he slowly takes a short walk in the open air each day,He slowly takes a short walk in the open air each day.,He slowly takes a short walk in the open air each day,He slowly takes a short walk in the open air each day,healthy,female,5.255
show,Show!,show,show,healthy,female,2.23
nice,Nice,nice,nice,healthy,male,3.6
sheet,Sheet.,sheet,sheet,healthy,male,2.105
Critical equipment needs proper maintenance,Critical equipment needs proper maintenance.,Critical equipment needs proper maintenance,Critical equipment needs proper maintenance,healthy,male,3.9
sit,Sit.,sit,sit,healthy,male,2.1
is,if,is,is,healthy,female,1.255
pad,"Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you for your time. Thank you so much for watching this video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you in the next video, and I'll see you",read,read,healthy,male,0.6
wicked,We'll get it.,wicked,wicked,healthy,female,1.35
sway,Sway.,sweigh,sweigh,healthy,male,1.5
of,Oh!,of,of,healthy,male,3.15
zero,0,zero,zero,healthy,male,1.8
nice,Nice,nice,nice,healthy,male,1.958
People who value themselves are life's winners,People who value themselves are life's winners.,People who value themselves are life's winners,People who value themselves are life's winners,healthy,female,4.835
wise,Why?,wise,wise,healthy,male,1.2
uniform,You are a form.,uniform,uniform,healthy,male,2.835
floor,Floor,"floor,","floor,",healthy,male,3.02
bear,Bear.,bear,bear,healthy,male,3.3
bubble,Oh.,bough,bough,healthy,male,2.415
nine,9,k9,k9,healthy,female,1.535
retract,Retract.,retract,retract,healthy,female,2.25
neat,Meek.,neat,neat,healthy,female,2.55
side,Side.,side,side,healthy,male,2.25
horn,Thank you.,forn,forn,healthy,male,3
vat,That.,that,that,healthy,male,2.495
Although always alone we survive,"Although always along, we survive.",Although always alone we survive,Although always alone we survive,healthy,male,5.4
This is not a program of socialized medicine,This is not a program of socialized medicine.,This is not a program of socialized medicine,This is not a program of socialized medicine,healthy,male,3.75
gash,GASF,gash,gash,healthy,female,1.875
wish,Wesh.,wish,wish,healthy,female,3.415
he,Key.,hee,hee,healthy,female,1.59
We got married right here,We've gotten married right here.,We got married right here,We got married right here,healthy,male,3.45
Worse luck was still to come,"Worse luck, we're still to come.",Worse luck was still to come,Worse luck was still to come,healthy,male,4.35
loyal,"Hello, y'all.",gloyal,gloyal,healthy,female,2.4
Some hotels are available nearby,Some hotels are available nearby.,Some hotels are available nearby,Some hotels are available nearby,healthy,male,4.665
xray,X-ray.,x-ray,x-ray,healthy,male,1.54
glow,Glove!,glow,glow,healthy,male,1.93
chair,chair.,"chair,","chair,",healthy,male,1.8
lender,Lander.,lendor,lendor,healthy,female,1.75
bowl,Boa!,bowl,bowl,healthy,female,1.895
Some hotels are available nearby,Some hotels are available nearby.,Some hotels are available nearby,Some hotels are available nearby,healthy,male,3.45
cold,cold,cold,cold,healthy,male,2.1
I haven't seen that friend for years,I haven't seen that friend for years.,"I haven't seen that friend for years,","I haven't seen that friend for years,",healthy,female,3.695
I said I'd put on weight,I said I'd put on weight.,I said I'd put on weight,I said I'd put on weight,healthy,female,3.75
yes,Yes.,yes,yes,healthy,male,3.15
tell,Tell.,tell,tell,healthy,female,2.59
foxtrot,Fox truck,fox trot,fox trot,healthy,male,3.45
had,HAD.,had,had,healthy,female,1.449
hold,hold,hold,hold,healthy,female,1.8
One validated acts of school districts,One validated acts of school districts.,"One validated acts of school districts,","One validated acts of school districts,",healthy,male,5.17
sin,Send.,sinn,sinn,healthy,female,2.5
stubble,"Thanks for watching, see you next time!",stubble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/,stubble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/subble/,healthy,female,3
I've kept it with me ever since,I've kept it with me ever since.,I've kept it with me ever since,I've kept it with me ever since,healthy,male,3.15
sierra,Fierre,seera,seera,healthy,male,3.9
Basketball can be an entertaining sport,Basketball can be an entertaining sport.,Basketball can be an entertaining sport,Basketball can be an entertaining sport,healthy,male,4.124
screech,Great!,streech,streech,healthy,female,2.4
preach,Preach.,preech,preech,healthy,male,2.57
We talked about the situation,We talked about the situation.,We talked about the situation,We talked about the situation,healthy,male,3.485
red,Red,red,red,healthy,female,2.4
tail,Hail!,tale,tale,healthy,male,2.1
He wrapped the package hastily,He wrapped the package he stole.,He wrapped the package he stilly,He wrapped the package he stilly,healthy,female,4.65
Young and old also got together,Young and old also got together.,Young and old also got together,Young and old also got together,healthy,male,4.22
Eat your raisins outdoors on the porch steps,Eat your raisins outdoor on the porch steps.,Eat your raisins outdoor on the porch steps,Eat your raisins outdoor on the porch steps,healthy,female,3.9
We selected places where families will be welcome,We selected pieces where finally you will be welcomed.,We selected places where families will be welcomed,We selected places where families will be welcomed,healthy,male,5.25
eight,8,hate,hate,healthy,male,3
I called two different painters,I called two different painters.,I called two different painters,I called two different painters,healthy,male,2.55
dart,Turn.,dart,dart,healthy,male,3.605
We all sat down and relaxed,We all sat down and relaxed.,We all sat down and relaxed,We all sat down and relaxed,healthy,male,3.073
Their house is grey and white,Their house is grand white.,"Their house is grey and white,","Their house is grey and white,",healthy,female,4.005
zulu,See you.,suit,suit,healthy,male,1.54
bit,Bitch!,bit,bit,healthy,male,3.15
I've kept it with me ever since,I've kept it with me ever since.,I've kept it with me ever since,I've kept it with me ever since,healthy,female,3.305
